block_id	seq_id	bin_id	start	end	seq_id2	bin_id2	start2	end2	strand	colour_block				
762	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	22781545	23046997	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	24363751	24621866	+	CP020792.1	14			
764	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	23047059	23509238	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	24627417	25080654	+	CP020792.1	14			
766	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	23509340	27282610	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	25088892	28938568	+	CP020792.1	14			
768	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	27283737	27799394	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	28964193	29496376	+	CP020792.1	14			
775	CP020792.1	GCA_002234715.1_ASM223471v1_genomic.fna	27884919	28118347	CP020678.1	GCA_002234675.1_ASM223467v1_genomic.fna	30264954	30579156	+	CP020792.1	14			
780	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	212271	370850	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	228058	382039	-	CP020793.1	15			
783	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	373926	939437	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	465023	1046771	+	CP020793.1	15			
786	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	941665	2361625	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	1700479	3068456	+	CP020793.1	15			
788	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	2362875	2693138	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	3069760	3398359	+	CP020793.1	15			
790	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	2700286	2831496	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	3819111	3952971	+	CP020793.1	15			
791	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	2850244	5445313	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	4052940	6643061	+	CP020793.1	15			
793	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	5447261	6305490	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	6647856	7531560	+	CP020793.1	15			
798	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	6386948	6575846	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	7620802	7846892	+	CP020793.1	15			
800	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	6575999	7961269	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	7850742	9289207	+	CP020793.1	15			
802	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	8013859	8940383	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	9345569	10288735	+	CP020793.1	15			
804	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	9006944	10863678	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	10829118	12694791	+	CP020793.1	15			
806	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	10865220	12702312	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	12700663	14541852	+	CP020793.1	15			
807	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	13053572	13311482	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	14541932	14810769	+	CP020793.1	15			
809	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	13316716	15640186	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	14815495	17139368	+	CP020793.1	15			
811	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	15644452	16336855	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	17142584	17809840	+	CP020793.1	15			
813	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	16337239	23948782	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	17817230	25481730	+	CP020793.1	15			
815	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	23948857	28766199	CP020679.1	GCA_002234675.1_ASM223467v1_genomic.fna	25499507	30468825	+	CP020793.1	15			
817	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	76	231676	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	245862	446910	+	CP020794.1	16			
826	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	488479	2126604	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	641275	2278013	+	CP020794.1	16			
828	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	2135078	3066802	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	2286344	3252027	+	CP020794.1	16			
830	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	3083113	3360387	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	3281306	3558322	+	CP020794.1	16			
832	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	3363957	4693321	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	3589453	4950292	+	CP020794.1	16			
834	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	4699762	5321261	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	4956606	5580681	+	CP020794.1	16			
836	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	5326465	6893163	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	5599788	7191318	+	CP020794.1	16			
838	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	6917058	7181642	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	7337486	7625955	+	CP020794.1	16			
840	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	7185427	7342428	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	7720758	7852461	+	CP020794.1	16			
842	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	7350572	11099895	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	7862756	11713865	+	CP020794.1	16			
844	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	11099973	12556017	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	11723212	13181776	+	CP020794.1	16			
846	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	12562047	14340303	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	13209679	14918083	+	CP020794.1	16			
850	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	14351620	14922826	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	15087932	15648535	+	CP020794.1	16			
851	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	14919537	15765060	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	15698011	16529942	+	CP020794.1	16			
852	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	15766519	20457485	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	16661422	21398479	+	CP020794.1	16			
853	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	20544196	21094353	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	21398521	21976969	+	CP020794.1	16			
854	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	21076615	24060940	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	22157466	25214194	+	CP020794.1	16			
855	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	24052369	25265730	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	25257178	26517691	+	CP020794.1	16			
856	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	25324132	26696773	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	26521767	27960682	+	CP020794.1	16			
861	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	26722331	30498620	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	28376569	32352175	+	CP020794.1	16			
862	CP020794.1	GCA_002234715.1_ASM223471v1_genomic.fna	30503241	30689047	CP020680.1	GCA_002234675.1_ASM223467v1_genomic.fna	32656144	32875234	+	CP020794.1	16			
875	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	81851	586512	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	409293	973534	+	CP020795.1	17			
877	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	586590	1222481	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	978864	1673088	+	CP020795.1	17			
879	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	1224930	1671587	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	1675550	2114243	+	CP020795.1	17			
881	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	1674288	2502803	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	2348302	3166043	+	CP020795.1	17			
882	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	2504662	4326996	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	3702386	5510449	+	CP020795.1	17			
884	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	4335387	5003014	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	5573617	6205613	+	CP020795.1	17			
885	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	5013980	6134282	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	6368791	7582491	+	CP020795.1	17			
888	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	6162380	7014011	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	7667233	8513745	+	CP020795.1	17			
890	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	7016975	7156612	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	8522183	8627203	+	CP020795.1	17			
892	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	7157700	7287726	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	8642464	8770297	+	CP020795.1	17			
894	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	7303573	7653601	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	8939756	9244549	+	CP020795.1	17			
895	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	7733621	8770157	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	9265978	10442707	+	CP020795.1	17			
902	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	8869892	9220302	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	10751403	11115302	+	CP020795.1	17			
908	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	9324287	9725794	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	11310554	11717177	+	CP020795.1	17			
912	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	9826591	9957478	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	12193322	12312176	+	CP020795.1	17			
913	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	10067273	13666972	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	12313497	15985963	+	CP020795.1	17			
914	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	13668313	16221151	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	16124405	18647082	+	CP020795.1	17			
916	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	16221837	17296508	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	18656336	19772260	+	CP020795.1	17			
917	CP020793.1	GCA_002234715.1_ASM223471v1_genomic.fna	12704108	13040905	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	19875311	20202671	+	CP020793.1	17			
918	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	17298687	21215094	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	20203995	24094933	+	CP020795.1	17			
919	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	21273646	26246897	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	24100992	29114042	+	CP020795.1	17			
920	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	26319058	26472477	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	29117014	29280388	+	CP020795.1	17			
921	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	26705440	28268986	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	29281476	30936882	+	CP020795.1	17			
923	CP020795.1	GCA_002234715.1_ASM223471v1_genomic.fna	28270490	28801346	CP020681.1	GCA_002234675.1_ASM223467v1_genomic.fna	31175183	31746327	+	CP020795.1	17			
928	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	414945	881263	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	436781	920087	+	CP020796.1	18			
931	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	911377	1103835	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	1105461	1275540	+	CP020796.1	18			
932	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	1104930	1226570	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	1406871	1523436	+	CP020796.1	18			
934	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	1236098	1762745	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	1533074	2023921	+	CP020796.1	18			
950	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	2206889	2406282	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	2671492	2919673	+	CP020796.1	18			
952	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	2406379	3013593	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	2927608	3504181	+	CP020796.1	18			
955	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	3023511	3155218	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	3534988	3676641	+	CP020796.1	18			
959	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	3233877	3403700	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	3836071	4037568	+	CP020796.1	18			
960	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	3474567	3716867	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	4038625	4286757	+	CP020796.1	18			
961	CP020787.1	GCA_002234715.1_ASM223471v1_genomic.fna	12064770	12184608	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	4293063	4408003	-	CP020787.1	18			
962	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	3717805	6565680	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	4436964	7423264	+	CP020796.1	18			
966	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	6534236	6733761	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	7597119	7805949	+	CP020796.1	18			
967	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	6830300	12430815	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	7807694	13435626	+	CP020796.1	18			
972	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	12440590	12635382	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	13972911	14168275	+	CP020796.1	18			
974	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	12638564	13781233	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	14246995	15370899	+	CP020796.1	18			
976	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	13781330	15220434	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	15377032	16897665	+	CP020796.1	18			
978	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	15220473	16219315	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	16903213	17872165	+	CP020796.1	18			
979	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	16229472	17711694	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	18012528	19529281	+	CP020796.1	18			
981	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	17713111	18074201	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	19755252	20079815	+	CP020796.1	18			
983	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	18087169	19212118	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	20941788	22059060	+	CP020796.1	18			
984	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	19315172	19781589	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	22087992	22548085	+	CP020796.1	18			
997	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	20257322	20880522	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	22971976	23627592	+	CP020796.1	18			
998	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	20922612	21176217	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	23874134	24143731	+	CP020796.1	18			
1011	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	21399188	21531172	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	24370879	24534767	+	CP020796.1	18			
1023	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	21584050	21885151	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	24972566	25291977	+	CP020796.1	18			
1025	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	21906221	22152256	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	25336490	25486354	+	CP020796.1	18			
1033	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	22203441	22402818	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	25687982	25883122	+	CP020796.1	18			
1037	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	22487054	23253592	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	25940395	26713081	+	CP020796.1	18			
1043	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	23680680	23910165	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	26880571	27049405	+	CP020796.1	18			
1046	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	24166559	25281310	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	27150675	28327688	+	CP020796.1	18			
1047	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	25372569	25625913	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	28328776	28570161	+	CP020796.1	18			
1049	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	25590754	26321422	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	28579848	29349004	+	CP020796.1	18			
1053	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	26335262	26884019	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	29394497	29888225	+	CP020796.1	18			
1055	CP020796.1	GCA_002234715.1_ASM223471v1_genomic.fna	26934803	27763661	CP020682.1	GCA_002234675.1_ASM223467v1_genomic.fna	29946899	30783980	+	CP020796.1	18			
1057	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	71	531411	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	60267	604684	+	CP020797.1	19			
1065	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	634641	1006857	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	919477	1248560	+	CP020797.1	19			
1067	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	1015343	1906018	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	1310899	2268333	+	CP020797.1	19			
1069	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	1909908	3924456	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	2275054	4289322	+	CP020797.1	19			
1070	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	3926313	4307649	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	4408337	4793457	+	CP020797.1	19			
1072	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	4313079	4488696	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	4801014	4983672	+	CP020797.1	19			
1074	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	4491831	5113104	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	5258897	5910388	+	CP020797.1	19			
1076	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	5116958	5630700	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	5912414	6435172	+	CP020797.1	19			
1078	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	5631511	5788296	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	6451024	6633078	+	CP020797.1	19			
1079	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	5789889	6238070	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	6687909	7153803	+	CP020797.1	19			
1080	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	6240064	6940367	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	7291435	7911395	+	CP020797.1	19			
1082	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	6881812	12106703	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	7981770	13304819	+	CP020797.1	19			
1087	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	12124771	14583896	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	13894162	16455988	+	CP020797.1	19			
1097	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	14955339	15166613	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	16981482	17210885	+	CP020797.1	19			
1099	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	15167115	15915683	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	17219954	17948812	+	CP020797.1	19			
1101	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	15929431	16470632	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	17956377	18546184	+	CP020797.1	19			
1103	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	16470673	18741573	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	18553022	20784867	+	CP020797.1	19			
1105	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	18742696	18963750	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	20879479	21101329	+	CP020797.1	19			
1112	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	19052590	19463277	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	21539336	21953360	+	CP020797.1	19			
1113	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	19467227	19650504	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	22036967	22208823	+	CP020797.1	19			
1115	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	19650696	20759748	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	22211593	23356149	+	CP020797.1	19			
1117	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	20761932	20958314	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	23357504	23559712	+	CP020797.1	19			
1118	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	20959463	21727454	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	23858554	24592513	+	CP020797.1	19			
1120	CP020797.1	GCA_002234715.1_ASM223471v1_genomic.fna	21803525	22525821	CP020683.1	GCA_002234675.1_ASM223467v1_genomic.fna	24686050	25430130	+	CP020797.1	19			
1122	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	13139	115962	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	33377	137607	+	CP020798.1	20			
1124	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	134361	261334	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	230253	344294	+	CP020798.1	20			
1126	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	261389	377776	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	349172	492038	+	CP020798.1	20			
1128	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	392126	623074	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	504070	748569	+	CP020798.1	20			
1129	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	624556	1513813	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	949201	1913520	+	CP020798.1	20			
1132	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	1539325	1718957	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	2011838	2196443	+	CP020798.1	20			
1134	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	1723634	2045324	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	2267999	2644307	+	CP020798.1	20			
1136	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	2052019	2293399	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	2650627	2900693	+	CP020798.1	20			
1138	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	2293410	3067081	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	2904573	3677309	+	CP020798.1	20			
1141	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	3067364	4360643	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	3687292	5048850	+	CP020798.1	20			
1143	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	4372382	4615576	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	5645877	5957495	+	CP020798.1	20			
1147	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	4653983	4796309	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	6238187	6364597	+	CP020798.1	20			
1148	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	5001348	6778653	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	6365654	8238958	+	CP020798.1	20			
1150	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	6778745	8323160	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	8245858	9761167	+	CP020798.1	20			
1152	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	8324156	8947685	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	9771844	10375984	+	CP020798.1	20			
1157	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	9123877	11216527	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	10479239	12741549	+	CP020798.1	20			
1159	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	11216596	13084277	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	12747534	14559593	+	CP020798.1	20			
1161	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	13089251	18904141	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	14570471	20494687	+	CP020798.1	20			
1162	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	18906097	23442013	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	20555793	25076239	+	CP020798.1	20			
1164	CP020798.1	GCA_002234715.1_ASM223471v1_genomic.fna	23443833	24067588	CP020684.1	GCA_002234675.1_ASM223467v1_genomic.fna	25092356	25798528	+	CP020798.1	20			
1167	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	618	558078	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	93	604973	+	CP020799.1	21			
1169	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	561766	728169	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	606987	762979	+	CP020799.1	21			
1171	CP020799.1	GCA_002234715.1_ASM223471v1_genomic.fna	802267	1702787	CP020685.1	GCA_002234675.1_ASM223467v1_genomic.fna	795866	1732033	+	CP020799.1	21			
