"Strain","reference","CHROM","cM","POS_pred"
"OFAM","HdrR_ASM223467v1",9,14,4018208.55342013
"OFAM","HdrR_ASM223467v1",9,15,4425735.84750483
"OFAM","HdrR_ASM223467v1",9,16,4901366.78830045
"OFAM","HdrR_ASM223467v1",9,17,5449785.13210795
"OFAM","HdrR_ASM223467v1",9,18,6074091.29578626
"OFAM","HdrR_ASM223467v1",9,19,6775927.38881143
"OFAM","HdrR_ASM223467v1",9,20,7555424.65017592
"OFAM","HdrR_ASM223467v1",9,21,8411164.35396565
"OFAM","HdrR_ASM223467v1",9,22,9340715.18132823
"OFAM","HdrR_ASM223467v1",9,23,10339863.9307999
"OFAM","HdrR_ASM223467v1",9,24,11402872.7595714
"OFAM","HdrR_ASM223467v1",9,25,12521067.8403247
"OFAM","HdrR_ASM223467v1",9,26,13683439.8020375
"OFAM","HdrR_ASM223467v1",9,27,14877309.4183104
"OFAM","HdrR_ASM223467v1",9,28,16089743.6163435
"OFAM","HdrR_ASM223467v1",9,29,17307302.3487564
"OFAM","HdrR_ASM223467v1",9,30,18516332.5973472
"OFAM","HdrR_ASM223467v1",9,31,19703241.9722558
"OFAM","HdrR_ASM223467v1",9,32,20854767.961538
"OFAM","HdrR_ASM223467v1",9,33,21957765.0010668
"OFAM","HdrR_ASM223467v1",9,34,22999886.7619364
"OFAM","HdrR_ASM223467v1",9,35,23970888.7643828
"OFAM","HdrR_ASM223467v1",9,36,24860989.1055681
"OFAM","HdrR_ASM223467v1",9,37,25661544.6869484
"OFAM","HdrR_ASM223467v1",9,38,26365391.0398462
"OFAM","HdrR_ASM223467v1",9,39,26967181.9621413
"OFAM","HdrR_ASM223467v1",9,40,27462567.1780506
"OFAM","HdrR_ASM223467v1",9,41,27848442.7493896
"OFAM","HdrR_ASM223467v1",9,42,28127285.2194249
"OFAM","HdrR_ASM223467v1",9,43,28304076.7599748
"OFAM","HdrR_ASM223467v1",9,44,28383847.0383768
"OFAM","HdrR_ASM223467v1",9,45,28371625.7219682
"OFAM","HdrR_ASM223467v1",9,46,28272581.4686456
"AFOM","HdrR_ASM223467v1",10,0,988870.48232496
"AFOM","HdrR_ASM223467v1",10,1,1557922.23883155
"AFOM","HdrR_ASM223467v1",10,2,2127150.65646873
"AFOM","HdrR_ASM223467v1",10,3,2696783.26187435
"AFOM","HdrR_ASM223467v1",10,4,3267129.12372567
"AFOM","HdrR_ASM223467v1",10,5,3838578.65039997
"AFOM","HdrR_ASM223467v1",10,6,4411560.95717482
"AFOM","HdrR_ASM223467v1",10,7,4986504.08230942
"AFOM","HdrR_ASM223467v1",10,8,5563787.8883352
"AFOM","HdrR_ASM223467v1",10,9,6143742.79387721
"AFOM","HdrR_ASM223467v1",10,10,6726669.25165946
"AFOM","HdrR_ASM223467v1",10,11,7312755.87998473
"AFOM","HdrR_ASM223467v1",10,12,7902068.12754896
"AFOM","HdrR_ASM223467v1",10,13,8494636.81476598
"AFOM","HdrR_ASM223467v1",10,14,9090378.79241687
"AFOM","HdrR_ASM223467v1",10,15,9689123.63780066
"AFOM","HdrR_ASM223467v1",10,16,10290698.7096816
"AFOM","HdrR_ASM223467v1",10,17,10894931.3224484
"AFOM","HdrR_ASM223467v1",10,18,11501568.707747
"AFOM","HdrR_ASM223467v1",10,19,12110048.8220585
"AFOM","HdrR_ASM223467v1",10,20,12719722.0050039
"AFOM","HdrR_ASM223467v1",10,21,13329837.0585669
"AFOM","HdrR_ASM223467v1",10,22,13939542.2026373
"AFOM","HdrR_ASM223467v1",10,23,14547892.2226379
"AFOM","HdrR_ASM223467v1",10,24,15153842.3318117
"AFOM","HdrR_ASM223467v1",10,25,15756268.5644206
"AFOM","HdrR_ASM223467v1",10,26,16353997.7129846
"AFOM","HdrR_ASM223467v1",10,27,16945848.9670446
"AFOM","HdrR_ASM223467v1",10,28,17530677.991456
"AFOM","HdrR_ASM223467v1",10,29,18107396.6224014
"AFOM","HdrR_ASM223467v1",10,30,18674924.567815
"AFOM","HdrR_ASM223467v1",10,31,19232181.5356313
"AFOM","HdrR_ASM223467v1",10,32,19778100.9540202
"AFOM","HdrR_ASM223467v1",10,33,20311774.4058281
"AFOM","HdrR_ASM223467v1",10,34,20832394.8750392
"AFOM","HdrR_ASM223467v1",10,35,21339157.0073934
"AFOM","HdrR_ASM223467v1",10,36,21831255.4486303
"AFOM","HdrR_ASM223467v1",10,37,22307884.8444899
"AFOM","HdrR_ASM223467v1",10,38,22768240.0146927
"AFOM","HdrR_ASM223467v1",10,39,23211631.7139865
"AFOM","HdrR_ASM223467v1",10,40,23637687.3112354
"AFOM","HdrR_ASM223467v1",10,41,24046118.0709531
"AFOM","HdrR_ASM223467v1",10,42,24436983.1690098
"AFOM","HdrR_ASM223467v1",10,43,24810827.2869547
"AFOM","HdrR_ASM223467v1",10,44,25168319.655042
"AFOM","HdrR_ASM223467v1",10,45,25510129.7685493
"AFOM","HdrR_ASM223467v1",10,46,25836981.6842887
"AFOM","HdrR_ASM223467v1",10,47,26149908.5888582
"AFOM","HdrR_ASM223467v1",10,48,26450227.4403026
"AFOM","HdrR_ASM223467v1",10,49,26739301.1022898
"AFOM","HdrR_ASM223467v1",10,50,27018492.4384874
"AFOM","HdrR_ASM223467v1",10,51,27289164.2169654
"AFOM","HdrR_ASM223467v1",10,52,27552657.5869345
"AFOM","HdrR_ASM223467v1",10,53,27810256.68815
"AFOM","HdrR_ASM223467v1",10,54,28063102.1850141
"AFOM","HdrR_ASM223467v1",10,55,28312220.8459418
"AFOM","HdrR_ASM223467v1",10,56,28558635.9647103
"AFOM","HdrR_ASM223467v1",10,57,28803370.8350966
"AFOM","HdrR_ASM223467v1",10,58,29047440.9256291
"OFAM","HdrR_ASM223467v1",10,0,1732532.18995979
"OFAM","HdrR_ASM223467v1",10,1,2172928.16449619
"OFAM","HdrR_ASM223467v1",10,2,2613856.78531799
"OFAM","HdrR_ASM223467v1",10,3,3056007.44858722
"OFAM","HdrR_ASM223467v1",10,4,3500325.16559319
"OFAM","HdrR_ASM223467v1",10,5,3948033.6562024
"OFAM","HdrR_ASM223467v1",10,6,4400493.90400141
"OFAM","HdrR_ASM223467v1",10,7,4859068.96870334
"OFAM","HdrR_ASM223467v1",10,8,5325068.97498903
"OFAM","HdrR_ASM223467v1",10,9,5799748.372644
"OFAM","HdrR_ASM223467v1",10,10,6284308.30496696
"OFAM","HdrR_ASM223467v1",10,11,6779742.28340427
"OFAM","HdrR_ASM223467v1",10,12,7286808.63072939
"OFAM","HdrR_ASM223467v1",10,13,7806198.44404341
"OFAM","HdrR_ASM223467v1",10,14,8338373.3522614
"OFAM","HdrR_ASM223467v1",10,15,8883619.26654675
"OFAM","HdrR_ASM223467v1",10,16,9442217.63123129
"OFAM","HdrR_ASM223467v1",10,17,10014449.7964967
"OFAM","HdrR_ASM223467v1",10,18,10600427.0227594
"OFAM","HdrR_ASM223467v1",10,19,11199603.3675839
"OFAM","HdrR_ASM223467v1",10,20,11811246.0768612
"OFAM","HdrR_ASM223467v1",10,21,12434395.9248477
"OFAM","HdrR_ASM223467v1",10,22,13067868.0754122
"OFAM","HdrR_ASM223467v1",10,23,13710253.9167751
"OFAM","HdrR_ASM223467v1",10,24,14359895.0784072
"OFAM","HdrR_ASM223467v1",10,25,15014913.9051076
"OFAM","HdrR_ASM223467v1",10,26,15673271.4050395
"OFAM","HdrR_ASM223467v1",10,27,16332894.499737
"OFAM","HdrR_ASM223467v1",10,28,16991689.5973584
"OFAM","HdrR_ASM223467v1",10,29,17647554.2014848
"OFAM","HdrR_ASM223467v1",10,30,18298386.5345251
"OFAM","HdrR_ASM223467v1",10,31,18942084.8188885
"OFAM","HdrR_ASM223467v1",10,32,19576566.3203048
"OFAM","HdrR_ASM223467v1",10,33,20199967.8189736
"OFAM","HdrR_ASM223467v1",10,34,20810566.8371672
"OFAM","HdrR_ASM223467v1",10,35,21406643.2036302
"OFAM","HdrR_ASM223467v1",10,36,21986476.7471074
"OFAM","HdrR_ASM223467v1",10,37,22548347.2963436
"OFAM","HdrR_ASM223467v1",10,38,23090534.9574446
"OFAM","HdrR_ASM223467v1",10,39,23611504.6608444
"OFAM","HdrR_ASM223467v1",10,40,24110226.085133
"OFAM","HdrR_ASM223467v1",10,41,24585803.7099958
"OFAM","HdrR_ASM223467v1",10,42,25037909.3371069
"OFAM","HdrR_ASM223467v1",10,43,25467009.3476091
"OFAM","HdrR_ASM223467v1",10,44,25873774.4432328
"OFAM","HdrR_ASM223467v1",10,45,26258875.7605241
"OFAM","HdrR_ASM223467v1",10,46,26623077.8631079
"OFAM","HdrR_ASM223467v1",10,47,26967676.6066586
"OFAM","HdrR_ASM223467v1",10,48,27294460.4943428
"OFAM","HdrR_ASM223467v1",10,49,27605298.0800393
"OFAM","HdrR_ASM223467v1",10,50,27902057.9176266
"OFAM","HdrR_ASM223467v1",10,51,28186608.499962
"OFAM","HdrR_ASM223467v1",10,52,28460804.5202932
"OFAM","HdrR_ASM223467v1",10,53,28726459.1869978
"AFOM","HdrR_ASM223467v1",11,0,413168.053367184
"AFOM","HdrR_ASM223467v1",11,1,793299.157665487
"AFOM","HdrR_ASM223467v1",11,2,1173526.30166198
"AFOM","HdrR_ASM223467v1",11,3,1553945.52505488
"AFOM","HdrR_ASM223467v1",11,4,1934652.86754237
"AFOM","HdrR_ASM223467v1",11,5,2315744.36882267
"AFOM","HdrR_ASM223467v1",11,6,2697316.06859397
"AFOM","HdrR_ASM223467v1",11,7,3079464.00655447
"AFOM","HdrR_ASM223467v1",11,8,3462284.22240236
"AFOM","HdrR_ASM223467v1",11,9,3845872.75583586
"AFOM","HdrR_ASM223467v1",11,10,4230325.64655316
"AFOM","HdrR_ASM223467v1",11,11,4615738.93425245
"AFOM","HdrR_ASM223467v1",11,12,5002208.65863195
"AFOM","HdrR_ASM223467v1",11,13,5389830.85938985
"AFOM","HdrR_ASM223467v1",11,14,5778701.57622435
"AFOM","HdrR_ASM223467v1",11,15,6168916.84883364
"AFOM","HdrR_ASM223467v1",11,16,6560572.71691594
"AFOM","HdrR_ASM223467v1",11,17,6953765.22016944
"AFOM","HdrR_ASM223467v1",11,18,7348590.40009813
"AFOM","HdrR_ASM223467v1",11,19,7745147.49887405
"AFOM","HdrR_ASM223467v1",11,20,8143545.65654115
"AFOM","HdrR_ASM223467v1",11,21,8543899.46074665
"AFOM","HdrR_ASM223467v1",11,22,8946327.88972454
"AFOM","HdrR_ASM223467v1",11,23,9350950.19026692
"AFOM","HdrR_ASM223467v1",11,24,9757885.6091659
"AFOM","HdrR_ASM223467v1",11,25,10167253.3932136
"AFOM","HdrR_ASM223467v1",11,26,10579172.7892021
"AFOM","HdrR_ASM223467v1",11,27,10993763.0439236
"AFOM","HdrR_ASM223467v1",11,28,11411143.4041701
"AFOM","HdrR_ASM223467v1",11,29,11831433.1167337
"AFOM","HdrR_ASM223467v1",11,30,12254751.4284067
"AFOM","HdrR_ASM223467v1",11,31,12681217.585981
"AFOM","HdrR_ASM223467v1",11,32,13110950.8362488
"AFOM","HdrR_ASM223467v1",11,33,13544070.4260022
"AFOM","HdrR_ASM223467v1",11,34,13980695.6020333
"AFOM","HdrR_ASM223467v1",11,35,14420942.261041
"AFOM","HdrR_ASM223467v1",11,36,14864886.687878
"AFOM","HdrR_ASM223467v1",11,37,15312579.1556873
"AFOM","HdrR_ASM223467v1",11,38,15764046.6913279
"AFOM","HdrR_ASM223467v1",11,39,16219268.0792322
"AFOM","HdrR_ASM223467v1",11,40,16678215.965138
"AFOM","HdrR_ASM223467v1",11,41,17140862.9947827
"AFOM","HdrR_ASM223467v1",11,42,17607181.813904
"AFOM","HdrR_ASM223467v1",11,43,18077143.5493188
"AFOM","HdrR_ASM223467v1",11,44,18550682.3424951
"AFOM","HdrR_ASM223467v1",11,45,19027687.2595633
"AFOM","HdrR_ASM223467v1",11,46,19507992.5733424
"AFOM","HdrR_ASM223467v1",11,47,19991370.1123201
"AFOM","HdrR_ASM223467v1",11,48,20477574.1586738
"AFOM","HdrR_ASM223467v1",11,49,20966358.9459015
"AFOM","HdrR_ASM223467v1",11,50,21457478.7075011
"AFOM","HdrR_ASM223467v1",11,51,21950687.6769706
"AFOM","HdrR_ASM223467v1",11,52,22445738.5444399
"AFOM","HdrR_ASM223467v1",11,53,22942377.1012244
"AFOM","HdrR_ASM223467v1",11,54,23440347.2117893
"AFOM","HdrR_ASM223467v1",11,55,23939392.7405121
"AFOM","HdrR_ASM223467v1",11,56,24439257.5517703
"AFOM","HdrR_ASM223467v1",11,57,24939685.5099415
"AFOM","HdrR_ASM223467v1",11,58,25440420.7679682
"AFOM","HdrR_ASM223467v1",11,59,25941245.9491815
"OFAM","HdrR_ASM223467v1",11,0,-2693235.92424482
"OFAM","HdrR_ASM223467v1",11,1,-2198823.70787147
"OFAM","HdrR_ASM223467v1",11,2,-1704411.49149809
"OFAM","HdrR_ASM223467v1",11,3,-1209999.2751247
"OFAM","HdrR_ASM223467v1",11,4,-715587.058751261
"OFAM","HdrR_ASM223467v1",11,5,-221174.842377763
"OFAM","HdrR_ASM223467v1",11,6,273237.373995805
"OFAM","HdrR_ASM223467v1",11,7,767649.590369459
"OFAM","HdrR_ASM223467v1",11,8,1262061.80674321
"OFAM","HdrR_ASM223467v1",11,9,1756474.02311707
"OFAM","HdrR_ASM223467v1",11,10,2250886.23949107
"OFAM","HdrR_ASM223467v1",11,11,2745298.4558652
"OFAM","HdrR_ASM223467v1",11,12,3239710.67223949
"OFAM","HdrR_ASM223467v1",11,13,3734122.88861395
"OFAM","HdrR_ASM223467v1",11,14,4228535.10498859
"OFAM","HdrR_ASM223467v1",11,15,4722947.32136343
"OFAM","HdrR_ASM223467v1",11,16,5217359.53773849
"OFAM","HdrR_ASM223467v1",11,17,5711771.75411377
"OFAM","HdrR_ASM223467v1",11,18,6206183.97048929
"OFAM","HdrR_ASM223467v1",11,19,6700596.18686506
"OFAM","HdrR_ASM223467v1",11,20,7195008.40324109
"OFAM","HdrR_ASM223467v1",11,21,7689420.61961738
"OFAM","HdrR_ASM223467v1",11,22,8183832.83599391
"OFAM","HdrR_ASM223467v1",11,23,8678245.05237069
"OFAM","HdrR_ASM223467v1",11,24,9172657.26874769
"OFAM","HdrR_ASM223467v1",11,25,9667069.48512492
"OFAM","HdrR_ASM223467v1",11,26,10161481.7015024
"OFAM","HdrR_ASM223467v1",11,27,10655893.91788
"OFAM","HdrR_ASM223467v1",11,28,11150306.1342579
"OFAM","HdrR_ASM223467v1",11,29,11644718.3506359
"OFAM","HdrR_ASM223467v1",11,30,12139130.5670142
"OFAM","HdrR_ASM223467v1",11,31,12633542.7833926
"OFAM","HdrR_ASM223467v1",11,32,13127954.9997712
"OFAM","HdrR_ASM223467v1",11,33,13622367.2161499
"OFAM","HdrR_ASM223467v1",11,34,14116779.4325288
"OFAM","HdrR_ASM223467v1",11,35,14611191.6489079
"OFAM","HdrR_ASM223467v1",11,36,15105603.8652871
"OFAM","HdrR_ASM223467v1",11,37,15600016.0816664
"OFAM","HdrR_ASM223467v1",11,38,16094428.2980458
"OFAM","HdrR_ASM223467v1",11,39,16588840.5144254
"OFAM","HdrR_ASM223467v1",11,40,17083252.730805
"OFAM","HdrR_ASM223467v1",11,41,17577664.9471848
"OFAM","HdrR_ASM223467v1",11,42,18072077.1635646
"OFAM","HdrR_ASM223467v1",11,43,18566489.3799444
"OFAM","HdrR_ASM223467v1",11,44,19060901.5963243
"OFAM","HdrR_ASM223467v1",11,45,19555313.8127043
"OFAM","HdrR_ASM223467v1",11,46,20049726.0290843
"OFAM","HdrR_ASM223467v1",11,47,20544138.2454644
"OFAM","HdrR_ASM223467v1",11,48,21038550.4618444
"OFAM","HdrR_ASM223467v1",11,49,21532962.6782245
"OFAM","HdrR_ASM223467v1",11,50,22027374.8946047
"OFAM","HdrR_ASM223467v1",11,51,22521787.1109848
"OFAM","HdrR_ASM223467v1",11,52,23016199.327365
"OFAM","HdrR_ASM223467v1",11,53,23510611.5437451
"OFAM","HdrR_ASM223467v1",11,54,24005023.7601253
"OFAM","HdrR_ASM223467v1",11,55,24499435.9765055
"OFAM","HdrR_ASM223467v1",11,56,24993848.1928857
"OFAM","HdrR_ASM223467v1",11,57,25488260.4092659
"OFAM","HdrR_ASM223467v1",11,58,25982672.6256461
"AFOM","HdrR_ASM223467v1",12,0,7814030.75178388
"AFOM","HdrR_ASM223467v1",12,1,8170872.96458109
"AFOM","HdrR_ASM223467v1",12,2,8529266.36584648
"AFOM","HdrR_ASM223467v1",12,3,8890809.07271974
"AFOM","HdrR_ASM223467v1",12,4,9257500.5869965
"AFOM","HdrR_ASM223467v1",12,5,9631636.92693802
"AFOM","HdrR_ASM223467v1",12,6,10015619.112422
"AFOM","HdrR_ASM223467v1",12,7,10411775.2224451
"AFOM","HdrR_ASM223467v1",12,8,10822129.4355952
"AFOM","HdrR_ASM223467v1",12,9,11248600.81063
"AFOM","HdrR_ASM223467v1",12,10,11692377.8484188
"AFOM","HdrR_ASM223467v1",12,11,12153708.2545669
"AFOM","HdrR_ASM223467v1",12,12,12632755.3100362
"AFOM","HdrR_ASM223467v1",12,13,13129682.2957884
"AFOM","HdrR_ASM223467v1",12,14,13644652.2028173
"AFOM","HdrR_ASM223467v1",12,15,14177582.605547
"AFOM","HdrR_ASM223467v1",12,16,14727322.1457922
"AFOM","HdrR_ASM223467v1",12,17,15292144.5408443
"AFOM","HdrR_ASM223467v1",12,18,15870300.283415
"AFOM","HdrR_ASM223467v1",12,19,16460039.8662157
"AFOM","HdrR_ASM223467v1",12,20,17059586.4445851
"AFOM","HdrR_ASM223467v1",12,21,17666959.1759902
"AFOM","HdrR_ASM223467v1",12,22,18280085.0137751
"AFOM","HdrR_ASM223467v1",12,23,18896893.8816658
"AFOM","HdrR_ASM223467v1",12,24,19515406.6737773
"AFOM","HdrR_ASM223467v1",12,25,20133878.9771083
"AFOM","HdrR_ASM223467v1",12,26,20750734.9149155
"AFOM","HdrR_ASM223467v1",12,27,21364712.9831443
"AFOM","HdrR_ASM223467v1",12,28,21974924.1575421
"AFOM","HdrR_ASM223467v1",12,29,22580755.1278582
"AFOM","HdrR_ASM223467v1",12,30,23181613.0204857
"AFOM","HdrR_ASM223467v1",12,31,23777228.0488436
"AFOM","HdrR_ASM223467v1",12,32,24368033.4445906
"AFOM","HdrR_ASM223467v1",12,33,24954619.6427495
"AFOM","HdrR_ASM223467v1",12,34,25537577.2517171
"AFOM","HdrR_ASM223467v1",12,35,26117496.8798902
"AFOM","HdrR_ASM223467v1",12,36,26694969.1356653
"AFOM","HdrR_ASM223467v1",12,37,27270584.6274393
"AFOM","HdrR_ASM223467v1",12,38,27844933.9636089
"AFOM","HdrR_ASM223467v1",12,39,28418592.0379087
"AFOM","HdrR_ASM223467v1",12,40,28992001.1921269
"OFAM","HdrR_ASM223467v1",12,0,7356299.01880546
"OFAM","HdrR_ASM223467v1",12,1,7866833.96496536
"OFAM","HdrR_ASM223467v1",12,2,8377368.91112527
"OFAM","HdrR_ASM223467v1",12,3,8887903.85728516
"OFAM","HdrR_ASM223467v1",12,4,9398438.80344505
"OFAM","HdrR_ASM223467v1",12,5,9908973.74960494
"OFAM","HdrR_ASM223467v1",12,6,10419508.6957648
"OFAM","HdrR_ASM223467v1",12,7,10930043.6419247
"OFAM","HdrR_ASM223467v1",12,8,11440578.5880846
"OFAM","HdrR_ASM223467v1",12,9,11951113.5342444
"OFAM","HdrR_ASM223467v1",12,10,12461648.4804043
"OFAM","HdrR_ASM223467v1",12,11,12972183.4265641
"OFAM","HdrR_ASM223467v1",12,12,13482718.372724
"OFAM","HdrR_ASM223467v1",12,13,13993253.3188839
"OFAM","HdrR_ASM223467v1",12,14,14503788.2650438
"OFAM","HdrR_ASM223467v1",12,15,15014323.2112038
"OFAM","HdrR_ASM223467v1",12,16,15524858.1573638
"OFAM","HdrR_ASM223467v1",12,17,16035393.1035238
"OFAM","HdrR_ASM223467v1",12,18,16545928.0496839
"OFAM","HdrR_ASM223467v1",12,19,17056462.9958441
"OFAM","HdrR_ASM223467v1",12,20,17566997.9420044
"OFAM","HdrR_ASM223467v1",12,21,18077532.8881648
"OFAM","HdrR_ASM223467v1",12,22,18588067.8343253
"OFAM","HdrR_ASM223467v1",12,23,19098602.7804859
"OFAM","HdrR_ASM223467v1",12,24,19609137.7266466
"OFAM","HdrR_ASM223467v1",12,25,20119672.6728074
"OFAM","HdrR_ASM223467v1",12,26,20630207.6189684
"OFAM","HdrR_ASM223467v1",12,27,21140742.5651296
"OFAM","HdrR_ASM223467v1",12,28,21651277.5112908
"OFAM","HdrR_ASM223467v1",12,29,22161812.4574522
"OFAM","HdrR_ASM223467v1",12,30,22672347.4036137
"OFAM","HdrR_ASM223467v1",12,31,23182882.3497754
"OFAM","HdrR_ASM223467v1",12,32,23693417.2959371
"OFAM","HdrR_ASM223467v1",12,33,24203952.2420989
"OFAM","HdrR_ASM223467v1",12,34,24714487.1882608
"OFAM","HdrR_ASM223467v1",12,35,25225022.1344228
"OFAM","HdrR_ASM223467v1",12,36,25735557.0805848
"OFAM","HdrR_ASM223467v1",12,37,26246092.0267469
"OFAM","HdrR_ASM223467v1",12,38,26756626.972909
"OFAM","HdrR_ASM223467v1",12,39,27267161.9190711
"AFOM","HdrR_ASM223467v1",13,0,3902143.01161736
"AFOM","HdrR_ASM223467v1",13,1,4091560.77113246
"AFOM","HdrR_ASM223467v1",13,2,4283246.70062784
"AFOM","HdrR_ASM223467v1",13,3,4479468.97008379
"AFOM","HdrR_ASM223467v1",13,4,4682495.74948056
"AFOM","HdrR_ASM223467v1",13,5,4894601.73282652
"AFOM","HdrR_ASM223467v1",13,6,5118244.11157523
"AFOM","HdrR_ASM223467v1",13,7,5356082.65664234
"AFOM","HdrR_ASM223467v1",13,8,5610785.44707741
"AFOM","HdrR_ASM223467v1",13,9,5884805.70126283
"AFOM","HdrR_ASM223467v1",13,10,6180206.91100564
"AFOM","HdrR_ASM223467v1",13,11,6499011.41237366
"AFOM","HdrR_ASM223467v1",13,12,6843241.54143471
"AFOM","HdrR_ASM223467v1",13,13,7214919.63425658
"AFOM","HdrR_ASM223467v1",13,14,7616068.0269071
"AFOM","HdrR_ASM223467v1",13,15,8048709.05545408
"AFOM","HdrR_ASM223467v1",13,16,8514865.05596531
"AFOM","HdrR_ASM223467v1",13,17,9016558.36450862
"AFOM","HdrR_ASM223467v1",13,18,9555514.08341424
"AFOM","HdrR_ASM223467v1",13,19,10132041.9376098
"AFOM","HdrR_ASM223467v1",13,20,10746030.812905
"AFOM","HdrR_ASM223467v1",13,21,11397369.5257299
"AFOM","HdrR_ASM223467v1",13,22,12085662.6939226
"AFOM","HdrR_ASM223467v1",13,23,12809221.4369688
"AFOM","HdrR_ASM223467v1",13,24,13565989.0696431
"AFOM","HdrR_ASM223467v1",13,25,14353708.822011
"AFOM","HdrR_ASM223467v1",13,26,15168382.1517608
"AFOM","HdrR_ASM223467v1",13,27,16005065.1695506
"AFOM","HdrR_ASM223467v1",13,28,16858768.0761122
"AFOM","HdrR_ASM223467v1",13,29,17724062.1828459
"AFOM","HdrR_ASM223467v1",13,30,18594960.037213
"AFOM","HdrR_ASM223467v1",13,31,19465080.1161246
"AFOM","HdrR_ASM223467v1",13,32,20327952.1013816
"AFOM","HdrR_ASM223467v1",13,33,21177105.2171905
"AFOM","HdrR_ASM223467v1",13,34,22006068.687758
"AFOM","HdrR_ASM223467v1",13,35,22808404.3303048
"AFOM","HdrR_ASM223467v1",13,36,23578501.7223954
"AFOM","HdrR_ASM223467v1",13,37,24312492.1304166
"AFOM","HdrR_ASM223467v1",13,38,25007707.1141942
"AFOM","HdrR_ASM223467v1",13,39,25662521.9136651
"AFOM","HdrR_ASM223467v1",13,40,26276570.1740629
"AFOM","HdrR_ASM223467v1",13,41,26850769.7112879
"AFOM","HdrR_ASM223467v1",13,42,27386402.9610881
"AFOM","HdrR_ASM223467v1",13,43,27884752.6896722
"AFOM","HdrR_ASM223467v1",13,44,28347101.6632493
"AFOM","HdrR_ASM223467v1",13,45,28774732.6480281
"AFOM","HdrR_ASM223467v1",13,46,29168928.4102178
"AFOM","HdrR_ASM223467v1",13,47,29530975.1535911
"AFOM","HdrR_ASM223467v1",13,48,29862503.0742684
"AFOM","HdrR_ASM223467v1",13,49,30165776.7284981
"AFOM","HdrR_ASM223467v1",13,50,30443403.6159874
"AFOM","HdrR_ASM223467v1",13,51,30698770.2391165
"AFOM","HdrR_ASM223467v1",13,52,30935553.6509501
"AFOM","HdrR_ASM223467v1",13,53,31157448.032955
"AFOM","HdrR_ASM223467v1",13,54,31368139.1264817
"AFOM","HdrR_ASM223467v1",13,55,31570885.7541047
"AFOM","HdrR_ASM223467v1",13,56,31768327.0732877
"AFOM","HdrR_ASM223467v1",13,57,31963053.5666673
"AFOM","HdrR_ASM223467v1",13,58,32157283.2048694
"OFAM","HdrR_ASM223467v1",13,0,3885465.58431264
"OFAM","HdrR_ASM223467v1",13,1,4268283.47230546
"OFAM","HdrR_ASM223467v1",13,2,4651680.09760696
"OFAM","HdrR_ASM223467v1",13,3,5036234.19752578
"OFAM","HdrR_ASM223467v1",13,4,5422524.5093706
"OFAM","HdrR_ASM223467v1",13,5,5811132.30335758
"OFAM","HdrR_ASM223467v1",13,6,6202709.70303825
"OFAM","HdrR_ASM223467v1",13,7,6597987.4819997
"OFAM","HdrR_ASM223467v1",13,8,6997700.25671648
"OFAM","HdrR_ASM223467v1",13,9,7402558.2793912
"OFAM","HdrR_ASM223467v1",13,10,7813227.60891559
"OFAM","HdrR_ASM223467v1",13,11,8230369.63729827
"OFAM","HdrR_ASM223467v1",13,12,8654645.75654783
"OFAM","HdrR_ASM223467v1",13,13,9086717.3586729
"OFAM","HdrR_ASM223467v1",13,14,9527245.83568208
"OFAM","HdrR_ASM223467v1",13,15,9976892.57958399
"OFAM","HdrR_ASM223467v1",13,16,10436318.9823872
"OFAM","HdrR_ASM223467v1",13,17,10906186.4361004
"OFAM","HdrR_ASM223467v1",13,18,11387100.581257
"OFAM","HdrR_ASM223467v1",13,19,11879401.5791799
"OFAM","HdrR_ASM223467v1",13,20,12383350.6553289
"OFAM","HdrR_ASM223467v1",13,21,12899209.0221504
"OFAM","HdrR_ASM223467v1",13,22,13427182.5137772
"OFAM","HdrR_ASM223467v1",13,23,13967224.9160936
"OFAM","HdrR_ASM223467v1",13,24,14519218.3453656
"OFAM","HdrR_ASM223467v1",13,25,15083003.6077157
"OFAM","HdrR_ASM223467v1",13,26,15658061.6382045
"OFAM","HdrR_ASM223467v1",13,27,16243677.9343133
"OFAM","HdrR_ASM223467v1",13,28,16839127.2365291
"OFAM","HdrR_ASM223467v1",13,29,17443576.5564525
"OFAM","HdrR_ASM223467v1",13,30,18056042.7244382
"OFAM","HdrR_ASM223467v1",13,31,18675414.2078847
"OFAM","HdrR_ASM223467v1",13,32,19300546.8829905
"OFAM","HdrR_ASM223467v1",13,33,19930296.4548756
"OFAM","HdrR_ASM223467v1",13,34,20563518.6286598
"OFAM","HdrR_ASM223467v1",13,35,21199072.7686328
"OFAM","HdrR_ASM223467v1",13,36,21835912.7689687
"OFAM","HdrR_ASM223467v1",13,37,22473197.717489
"OFAM","HdrR_ASM223467v1",13,38,23110237.1078372
"OFAM","HdrR_ASM223467v1",13,39,23746477.579098
"OFAM","HdrR_ASM223467v1",13,40,24381537.0050198
"OFAM","HdrR_ASM223467v1",13,41,25015211.4521636
"OFAM","HdrR_ASM223467v1",13,42,25647347.8126413
"OFAM","HdrR_ASM223467v1",13,43,26277793.0246292
"OFAM","HdrR_ASM223467v1",13,44,26906394.0263033
"OFAM","HdrR_ASM223467v1",13,45,27532997.7558399
